,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
6561,6561,".One book by this author features an early chapter describing how a woman veers to avoid a turtle, but it is eventually hit by a truck driver and flipped onto its back. One of this author's novels, subtitled ""A Fabrication"" is named for its motorscooter enthusiast protagonist, an astronomer that becomes the king of France. Another of his novels, which ends with the protagonist saying ""timshel,"" includes many characters whose names begin with the letters ""C"" and ""A,"" such as Cyrus and Adam Trask. Jim Casy comes to visit the protagonist of another of his works, before he leaves his native Oklahoma. For 10 points, name this author of East of Eden who wrote about the Joad family in The Grapes of Wrath.",John {Steinbeck},The_Grapes_of_Wrath,False,7,4,0,19,"{'entity': 'I-MISC', 'score': 0.80815053, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
6562,6562,"One book by this author features an early chapter describing how a woman veers to avoid a turtle, but it is eventually hit by a truck driver and flipped onto its back. One of this author's novels, subtitled ""A Fabrication"" is named for its motorscooter enthusiast protagonist, an astronomer that becomes the king of France. Another of his novels, which ends with the protagonist saying ""timshel,"" includes many characters whose names begin with the letters ""C"" and ""A,"" such as Cyrus and Adam Trask. Jim Casy comes to visit the protagonist of another of his works, before he leaves his native Oklahoma. For 10 points, name this author of East of Eden who wrote about the Joad family in The Grapes of Wrath.",John {Steinbeck},The_Grapes_of_Wrath,False,6,4,0,19,"{'entity': 'I-MISC', 'score': 0.80815053, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
6563,6563,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor",{Incan} Empire,United_Kingdom,False,2,2,0,14,"{'entity': 'I-LOC', 'score': 0.9993255, 'index': 1, 'word': 'United', 'start': 0, 'end': 6}"
6564,6564,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule",{Incan} Empire,The_House_of_the_Seven_Gables,False,3,6,0,29,"{'entity': 'I-MISC', 'score': 0.42992884, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
6565,6565,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa",{Incan} Empire,The_House_of_the_Seven_Gables,False,4,6,0,29,"{'entity': 'I-MISC', 'score': 0.42992884, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
6566,6566,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa. The War of the Two Brothers was a succession crisis in this empire, which saw its downfall at the Battle of Cajamarca",{Incan} Empire,Byzantine_Empire,False,5,2,0,16,"{'entity': 'I-MISC', 'score': 0.9057097, 'index': 1, 'word': 'Byzantine', 'start': 0, 'end': 9}"
6567,6567,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa. The War of the Two Brothers was a succession crisis in this empire, which saw its downfall at the Battle of Cajamarca. Its final ruler assumed the throne after defeating his brother Huascar, and offered a conqueror a room full of gold in an attempt to secure his freedom",{Incan} Empire,Byzantine_Empire,False,6,2,0,16,"{'entity': 'I-MISC', 'score': 0.9057097, 'index': 1, 'word': 'Byzantine', 'start': 0, 'end': 9}"
6568,6568,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa. The War of the Two Brothers was a succession crisis in this empire, which saw its downfall at the Battle of Cajamarca. Its final ruler assumed the throne after defeating his brother Huascar, and offered a conqueror a room full of gold in an attempt to secure his freedom. For 10 points, name this empire ruled by Atahualpa and conquered by Franciso Pizzaro, which was found in modern-day Peru",{Incan} Empire,Atahualpa,False,7,1,0,9,"{'entity': 'I-LOC', 'score': 0.98447174, 'index': 1, 'word': 'At', 'start': 0, 'end': 2}"
6569,6569,".This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa. The War of the Two Brothers was a succession crisis in this empire, which saw its downfall at the Battle of Cajamarca. Its final ruler assumed the throne after defeating his brother Huascar, and offered a conqueror a room full of gold in an attempt to secure his freedom. For 10 points, name this empire ruled by Atahualpa and conquered by Franciso Pizzaro, which was found in modern-day Peru.",{Incan} Empire,Atahualpa,False,8,1,0,9,"{'entity': 'I-LOC', 'score': 0.98447174, 'index': 1, 'word': 'At', 'start': 0, 'end': 2}"
6570,6570,"This polity's southern advance during the late 15th century was initiated by a ruler whose name meant ""world-shaker"", and that ruler managed to conquer the Kingdom of Chimor. That expansion campaign was halted by the defeat of their general Sinchiruca at the Battle of the Maule. This empire's name meant ""The Four United Regions"", and it was divided into northeast, northwest, southeast, and southwest provinces, each with its own leader that reported to the Sapa. The War of the Two Brothers was a succession crisis in this empire, which saw its downfall at the Battle of Cajamarca. Its final ruler assumed the throne after defeating his brother Huascar, and offered a conqueror a room full of gold in an attempt to secure his freedom. For 10 points, name this empire ruled by Atahualpa and conquered by Franciso Pizzaro, which was found in modern-day Peru.",{Incan} Empire,Atahualpa,False,7,1,0,9,"{'entity': 'I-LOC', 'score': 0.98447174, 'index': 1, 'word': 'At', 'start': 0, 'end': 2}"
6571,6571,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech",Margaret {Thatcher},John_Stuart_Mill,False,2,3,0,16,"{'entity': 'I-PER', 'score': 0.49905276, 'index': 1, 'word': 'John', 'start': 0, 'end': 4}"
6572,6572,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters",Margaret {Thatcher},Teapot_Dome_scandal,False,3,3,0,19,"{'entity': 'I-MISC', 'score': 0.97904265, 'index': 1, 'word': 'Tea', 'start': 0, 'end': 3}"
6573,6573,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters. With Deng Xiaoping this politician signed an agreement that would return Hong Kong to China in 1997",Margaret {Thatcher},Deng_Xiaoping,False,4,2,0,13,"{'entity': 'I-PER', 'score': 0.9959823, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}"
6574,6574,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters. With Deng Xiaoping this politician signed an agreement that would return Hong Kong to China in 1997. Succeeded by John Major, this leader became largely unpopular when proposing a Poll Tax in Britain",Margaret {Thatcher},Deng_Xiaoping,False,5,2,0,13,"{'entity': 'I-PER', 'score': 0.9959823, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}"
6575,6575,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters. With Deng Xiaoping this politician signed an agreement that would return Hong Kong to China in 1997. Succeeded by John Major, this leader became largely unpopular when proposing a Poll Tax in Britain. For 10 points, identify this woman known as the ""Iron Lady,"" the only female Prime Minister of the UK",Margaret {Thatcher},Deng_Xiaoping,False,6,2,0,13,"{'entity': 'I-PER', 'score': 0.9959823, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}"
6576,6576,".This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters. With Deng Xiaoping this politician signed an agreement that would return Hong Kong to China in 1997. Succeeded by John Major, this leader became largely unpopular when proposing a Poll Tax in Britain. For 10 points, identify this woman known as the ""Iron Lady,"" the only female Prime Minister of the UK.",Margaret {Thatcher},Deng_Xiaoping,False,7,2,0,13,"{'entity': 'I-PER', 'score': 0.9959823, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}"
6577,6577,"This politician gave a speech noting ""some socialists seem to believe that people should be numbers in a State computer,"" the Free Society Speech. One of this politician's cabinet members resigned during a scandal that was brought about because of a desire to merge Sikorsky with the Westland manufacturer of helicopters. With Deng Xiaoping this politician signed an agreement that would return Hong Kong to China in 1997. Succeeded by John Major, this leader became largely unpopular when proposing a Poll Tax in Britain. For 10 points, identify this woman known as the ""Iron Lady,"" the only female Prime Minister of the UK.",Margaret {Thatcher},Deng_Xiaoping,False,6,2,0,13,"{'entity': 'I-PER', 'score': 0.9959823, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}"
6578,6578,".One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one",Franz {Schubert},Lake_Superior,False,2,2,0,13,"{'entity': 'I-LOC', 'score': 0.9368681, 'index': 1, 'word': 'Lake', 'start': 0, 'end': 4}"
6579,6579,".One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one. Besides ""Ellen's Third Song,"" this composer also wrote a work whose narrator obsesses over the color green and throws himself in a brook, and a song whose vocal line climaxes on lyrics about kissing while the piano mimics the title object",Franz {Schubert},Song_dynasty,False,3,2,0,12,"{'entity': 'I-MISC', 'score': 0.9885932, 'index': 1, 'word': 'Song', 'start': 0, 'end': 4}"
6580,6580,".One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one. Besides ""Ellen's Third Song,"" this composer also wrote a work whose narrator obsesses over the color green and throws himself in a brook, and a song whose vocal line climaxes on lyrics about kissing while the piano mimics the title object. The former is Die schöne Müllerin",Franz {Schubert},Song_dynasty,False,4,2,0,12,"{'entity': 'I-MISC', 'score': 0.9885932, 'index': 1, 'word': 'Song', 'start': 0, 'end': 4}"
6581,6581,".One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one. Besides ""Ellen's Third Song,"" this composer also wrote a work whose narrator obsesses over the color green and throws himself in a brook, and a song whose vocal line climaxes on lyrics about kissing while the piano mimics the title object. The former is Die schöne Müllerin. In one of his works, the performer sings in different ranges and modes to play all four characters: the narrator, the father, the child, and the supernatural title character",Franz {Schubert},Song_dynasty,False,5,2,0,12,"{'entity': 'I-MISC', 'score': 0.9885932, 'index': 1, 'word': 'Song', 'start': 0, 'end': 4}"
6582,6582,".One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one. Besides ""Ellen's Third Song,"" this composer also wrote a work whose narrator obsesses over the color green and throws himself in a brook, and a song whose vocal line climaxes on lyrics about kissing while the piano mimics the title object. The former is Die schöne Müllerin. In one of his works, the performer sings in different ranges and modes to play all four characters: the narrator, the father, the child, and the supernatural title character. Known for lieder such as ""Gretchen am Spinnrade"" and ""Der Erlkönig,"" this is, for 10 points, what composer of ""Death and the Maiden""?",Franz {Schubert},Song_dynasty,False,6,2,0,12,"{'entity': 'I-MISC', 'score': 0.9885932, 'index': 1, 'word': 'Song', 'start': 0, 'end': 4}"
6583,6583,"One song by this composer is based on The Lady of the Lake, and its original German text is often replaced with a Latin one. Besides ""Ellen's Third Song,"" this composer also wrote a work whose narrator obsesses over the color green and throws himself in a brook, and a song whose vocal line climaxes on lyrics about kissing while the piano mimics the title object. The former is Die schöne Müllerin. In one of his works, the performer sings in different ranges and modes to play all four characters: the narrator, the father, the child, and the supernatural title character. Known for lieder such as ""Gretchen am Spinnrade"" and ""Der Erlkönig,"" this is, for 10 points, what composer of ""Death and the Maiden""?",Franz {Schubert},Song_dynasty,False,5,2,0,12,"{'entity': 'I-MISC', 'score': 0.9885932, 'index': 1, 'word': 'Song', 'start': 0, 'end': 4}"
6584,6584,.One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst,{Romance} of the {Three Kingdoms},If_on_a_winter's_night_a_traveler,False,2,7,0,33,
6585,6585,.One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander,{Romance} of the {Three Kingdoms},If_on_a_winter's_night_a_traveler,False,3,7,0,33,
6586,6586,".One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander. Important weapons in this work include the Sword of the Seven Gems, and it features its central figures swearing on a Peach Tree while in a garden",{Romance} of the {Three Kingdoms},Sword,False,4,1,0,5,
6587,6587,".One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander. Important weapons in this work include the Sword of the Seven Gems, and it features its central figures swearing on a Peach Tree while in a garden. Most scholars agree it was written by the author of Water Margin during the Yuan Dynasty",{Romance} of the {Three Kingdoms},Water_Margin,False,5,2,0,12,
6588,6588,".One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander. Important weapons in this work include the Sword of the Seven Gems, and it features its central figures swearing on a Peach Tree while in a garden. Most scholars agree it was written by the author of Water Margin during the Yuan Dynasty. Beginning with the Yellow Turban Rebellion and describing the personages of militaristic figures like Cao Cao, for 10 points, name this early Chinese novel that is one of the four Chinese Classics, set in the titular time period",{Romance} of the {Three Kingdoms},Romance_of_the_Three_Kingdoms,True,6,5,0,29,"{'entity': 'I-MISC', 'score': 0.9942364, 'index': 1, 'word': 'Romance', 'start': 0, 'end': 7}"
6589,6589,".One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander. Important weapons in this work include the Sword of the Seven Gems, and it features its central figures swearing on a Peach Tree while in a garden. Most scholars agree it was written by the author of Water Margin during the Yuan Dynasty. Beginning with the Yellow Turban Rebellion and describing the personages of militaristic figures like Cao Cao, for 10 points, name this early Chinese novel that is one of the four Chinese Classics, set in the titular time period.",{Romance} of the {Three Kingdoms},Romance_of_the_Three_Kingdoms,True,7,5,0,29,"{'entity': 'I-MISC', 'score': 0.9942364, 'index': 1, 'word': 'Romance', 'start': 0, 'end': 7}"
6590,6590,"One chapter in this novel begins with one man's troops salivating over imaginary crisp sour plums quenching their own thirst. Another chapter in this work describes an army trapped in an array of stones laid by the opposing commander. Important weapons in this work include the Sword of the Seven Gems, and it features its central figures swearing on a Peach Tree while in a garden. Most scholars agree it was written by the author of Water Margin during the Yuan Dynasty. Beginning with the Yellow Turban Rebellion and describing the personages of militaristic figures like Cao Cao, for 10 points, name this early Chinese novel that is one of the four Chinese Classics, set in the titular time period.",{Romance} of the {Three Kingdoms},Romance_of_the_Three_Kingdoms,True,6,5,0,29,"{'entity': 'I-MISC', 'score': 0.9942364, 'index': 1, 'word': 'Romance', 'start': 0, 'end': 7}"
6591,6591,.Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests,{Otto} the Great or {Otto} I,Saki,False,2,1,0,4,"{'entity': 'I-PER', 'score': 0.5894487, 'index': 1, 'word': 'Sa', 'start': 0, 'end': 2}"
6592,6592,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle",{Otto} the Great or {Otto} I,The_Castle_of_Otranto,False,3,4,0,21,"{'entity': 'I-LOC', 'score': 0.7436197, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
6593,6593,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome",{Otto} the Great or {Otto} I,Joseph_Conrad,False,4,2,0,13,"{'entity': 'I-PER', 'score': 0.9094308, 'index': 1, 'word': 'Joseph', 'start': 0, 'end': 6}"
6594,6594,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome. With the pope this man signed a namesake ""diploma"" that gave the Papal State to the Papacy",{Otto} the Great or {Otto} I,Joseph_Conrad,False,5,2,0,13,"{'entity': 'I-PER', 'score': 0.9094308, 'index': 1, 'word': 'Joseph', 'start': 0, 'end': 6}"
6595,6595,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome. With the pope this man signed a namesake ""diploma"" that gave the Papal State to the Papacy. After he defeated the Hungarians at Lechfeld, he was brought to his most powerful post when Pope John XII crowned him",{Otto} the Great or {Otto} I,Alexander_Pope,False,6,2,0,14,"{'entity': 'I-PER', 'score': 0.9882726, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}"
6596,6596,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome. With the pope this man signed a namesake ""diploma"" that gave the Papal State to the Papacy. After he defeated the Hungarians at Lechfeld, he was brought to his most powerful post when Pope John XII crowned him. For 10 points, identify this tenth century Holy Roman Emperor, a son of Heinrich the Fowler with the epithet ""the Great",{Otto} the Great or {Otto} I,Alexander_Pope,False,7,2,0,14,"{'entity': 'I-PER', 'score': 0.9882726, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}"
6597,6597,".Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome. With the pope this man signed a namesake ""diploma"" that gave the Papal State to the Papacy. After he defeated the Hungarians at Lechfeld, he was brought to his most powerful post when Pope John XII crowned him. For 10 points, identify this tenth century Holy Roman Emperor, a son of Heinrich the Fowler with the epithet ""the Great.""",{Otto} the Great or {Otto} I,Alexander_Pope,False,8,2,0,14,"{'entity': 'I-PER', 'score': 0.9882726, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}"
6598,6598,"Gerhard Ulrich of Augsburg is the most important primary source of one of this ruler's military conquests. In a town founded by his father, he built the Quedlinburg Castle. His family machinations included giving a duchy to Conrad the Red who married his daughter Liutgarde and suppressing the revolt of his brother Heinrich the Quarrelsome. With the pope this man signed a namesake ""diploma"" that gave the Papal State to the Papacy. After he defeated the Hungarians at Lechfeld, he was brought to his most powerful post when Pope John XII crowned him. For 10 points, identify this tenth century Holy Roman Emperor, a son of Heinrich the Fowler with the epithet ""the Great.""",{Otto} the Great or {Otto} I,Alexander_Pope,False,7,2,0,14,"{'entity': 'I-PER', 'score': 0.9882726, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}"
6599,6599,".Pearson's syndrome, Leber's hereditary optic neuropathy, and Kearns-Sayre syndrome are all caused by faults in this cellular organelle",{mitochondrion} or {mitochondria},Fault_(geology),False,2,2,1,15,
6600,6600,".Pearson's syndrome, Leber's hereditary optic neuropathy, and Kearns-Sayre syndrome are all caused by faults in this cellular organelle. The namesake DNA of this organelle is usually inherited from an organism's mother",{mitochondrion} or {mitochondria},DNA,False,3,1,0,3,
6601,6601,".Pearson's syndrome, Leber's hereditary optic neuropathy, and Kearns-Sayre syndrome are all caused by faults in this cellular organelle. The namesake DNA of this organelle is usually inherited from an organism's mother. Cytochrome C is found here to aid the process of the electron transport chain, and this organelle's origin is the focus of endosymbiotic theory",{mitochondrion} or {mitochondria},DNA,False,4,1,0,3,
6602,6602,".Pearson's syndrome, Leber's hereditary optic neuropathy, and Kearns-Sayre syndrome are all caused by faults in this cellular organelle. The namesake DNA of this organelle is usually inherited from an organism's mother. Cytochrome C is found here to aid the process of the electron transport chain, and this organelle's origin is the focus of endosymbiotic theory. The inner membrane contains folds called cristae form matrices in, for 10 points, which cellular organelle that primarily produces ATP?",{mitochondrion} or {mitochondria},Mitochondrion,True,5,1,0,13,"{'entity': 'I-ORG', 'score': 0.7130163, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}"
6603,6603,"Pearson's syndrome, Leber's hereditary optic neuropathy, and Kearns-Sayre syndrome are all caused by faults in this cellular organelle. The namesake DNA of this organelle is usually inherited from an organism's mother. Cytochrome C is found here to aid the process of the electron transport chain, and this organelle's origin is the focus of endosymbiotic theory. The inner membrane contains folds called cristae form matrices in, for 10 points, which cellular organelle that primarily produces ATP?",{mitochondrion} or {mitochondria},Mitochondrion,True,4,1,0,13,"{'entity': 'I-ORG', 'score': 0.7130163, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}"
6604,6604,.This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask,Yukio {Mishima} or Kimitake Hiraoka,Angels_in_America,False,2,3,0,17,"{'entity': 'I-ORG', 'score': 0.8678791, 'index': 1, 'word': 'Angels', 'start': 0, 'end': 6}"
6605,6605,".This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask. In a tetralogy, Shigekuni Honda's attempts to save the various reincarnations of Kiyoaki Matsugae ends up destroying him",Yukio {Mishima} or Kimitake Hiraoka,Angels_in_America,False,3,3,0,17,"{'entity': 'I-ORG', 'score': 0.8678791, 'index': 1, 'word': 'Angels', 'start': 0, 'end': 6}"
6606,6606,".This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask. In a tetralogy, Shigekuni Honda's attempts to save the various reincarnations of Kiyoaki Matsugae ends up destroying him. In another of his works, Mizoguchi remembers that ""when you meet the Buddha, kill the Buddha"" and burns down the titular building",Yukio {Mishima} or Kimitake Hiraoka,Gautama_Buddha,False,4,2,0,14,"{'entity': 'I-PER', 'score': 0.96284586, 'index': 1, 'word': 'G', 'start': 0, 'end': 1}"
6607,6607,".This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask. In a tetralogy, Shigekuni Honda's attempts to save the various reincarnations of Kiyoaki Matsugae ends up destroying him. In another of his works, Mizoguchi remembers that ""when you meet the Buddha, kill the Buddha"" and burns down the titular building. For 10 points, identify this Japanese author of The Sea of Fertility and The Temple of the Golden Pavilion who committed seppuku in 1970",Yukio {Mishima} or Kimitake Hiraoka,Gautama_Buddha,False,5,2,0,14,"{'entity': 'I-PER', 'score': 0.96284586, 'index': 1, 'word': 'G', 'start': 0, 'end': 1}"
6608,6608,".This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask. In a tetralogy, Shigekuni Honda's attempts to save the various reincarnations of Kiyoaki Matsugae ends up destroying him. In another of his works, Mizoguchi remembers that ""when you meet the Buddha, kill the Buddha"" and burns down the titular building. For 10 points, identify this Japanese author of The Sea of Fertility and The Temple of the Golden Pavilion who committed seppuku in 1970.",Yukio {Mishima} or Kimitake Hiraoka,Gautama_Buddha,False,6,2,0,14,"{'entity': 'I-PER', 'score': 0.96284586, 'index': 1, 'word': 'G', 'start': 0, 'end': 1}"
6609,6609,"This author wrote about a young actor named Kochan trying to hide his homosexuality in order to fit into society in the semi-autobiographical Confession of a Mask. In a tetralogy, Shigekuni Honda's attempts to save the various reincarnations of Kiyoaki Matsugae ends up destroying him. In another of his works, Mizoguchi remembers that ""when you meet the Buddha, kill the Buddha"" and burns down the titular building. For 10 points, identify this Japanese author of The Sea of Fertility and The Temple of the Golden Pavilion who committed seppuku in 1970.",Yukio {Mishima} or Kimitake Hiraoka,Gautama_Buddha,False,5,2,0,14,"{'entity': 'I-PER', 'score': 0.96284586, 'index': 1, 'word': 'G', 'start': 0, 'end': 1}"
6610,6610,.His first symphony included Frere Jacques in a minor key as a funeral march in its third movement,Gustav {Mahler},Symphony_No._9_(Dvořák),False,2,4,1,23,"{'entity': 'I-PER', 'score': 0.96956766, 'index': 9, 'word': 'D', 'start': 16, 'end': 17}"
6611,6611,".His first symphony included Frere Jacques in a minor key as a funeral march in its third movement. Another of his symphonies includes a chorus with lines taken from the poem Die Auferstehung, which begins ""Rise again, yes, rise again",Gustav {Mahler},Symphony_No._9_(Beethoven),False,3,4,1,26,"{'entity': 'I-MISC', 'score': 0.70115906, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
6612,6612,".His first symphony included Frere Jacques in a minor key as a funeral march in its third movement. Another of his symphonies includes a chorus with lines taken from the poem Die Auferstehung, which begins ""Rise again, yes, rise again."" He wrote some lieders, such as Kindertotenlieder and Lieder eines fahrenden Gesellen, as well as a six-movement work in which sees some Chinese motifs and a large choral work as his 8th symphony",Gustav {Mahler},Symphony_No._9_(Beethoven),False,4,4,1,26,"{'entity': 'I-MISC', 'score': 0.70115906, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
6613,6613,".His first symphony included Frere Jacques in a minor key as a funeral march in its third movement. Another of his symphonies includes a chorus with lines taken from the poem Die Auferstehung, which begins ""Rise again, yes, rise again."" He wrote some lieders, such as Kindertotenlieder and Lieder eines fahrenden Gesellen, as well as a six-movement work in which sees some Chinese motifs and a large choral work as his 8th symphony. For 10 points, identify this Austrian composer who wrote the Titan, Resurrection, and Tragic symphonies as well as Symphony of a Thousand",Gustav {Mahler},Symphony_No._9_(Beethoven),False,5,4,1,26,"{'entity': 'I-MISC', 'score': 0.70115906, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
6614,6614,".His first symphony included Frere Jacques in a minor key as a funeral march in its third movement. Another of his symphonies includes a chorus with lines taken from the poem Die Auferstehung, which begins ""Rise again, yes, rise again."" He wrote some lieders, such as Kindertotenlieder and Lieder eines fahrenden Gesellen, as well as a six-movement work in which sees some Chinese motifs and a large choral work as his 8th symphony. For 10 points, identify this Austrian composer who wrote the Titan, Resurrection, and Tragic symphonies as well as Symphony of a Thousand.",Gustav {Mahler},Symphony_No._9_(Beethoven),False,6,4,1,26,"{'entity': 'I-MISC', 'score': 0.70115906, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
6615,6615,"His first symphony included Frere Jacques in a minor key as a funeral march in its third movement. Another of his symphonies includes a chorus with lines taken from the poem Die Auferstehung, which begins ""Rise again, yes, rise again."" He wrote some lieders, such as Kindertotenlieder and Lieder eines fahrenden Gesellen, as well as a six-movement work in which sees some Chinese motifs and a large choral work as his 8th symphony. For 10 points, identify this Austrian composer who wrote the Titan, Resurrection, and Tragic symphonies as well as Symphony of a Thousand.",Gustav {Mahler},Symphony_No._9_(Beethoven),False,5,4,1,26,"{'entity': 'I-MISC', 'score': 0.70115906, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
